"","trial_type","condition","chapter_num","page_content","query_predicate1","query_predicate2","question_order","conjunct_order","response1","response2","rt","kind","predicate_1","predicate_2","chapter","quantifier","workerid","memory_fail","slider_fail","bad_expln","n_correct","bad_ratings"
"986","critical","pp",11,"Ollers spend most of their lives in water, but occasionally come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has one of each kind of tool. While on land, ollers carry their young in guklags and in trullets.","carry their young in guklags","carry their young in trullets","same","same",1,1,41223,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","44a97c6d2adae4bd4003da78c286ff5c",FALSE,FALSE,TRUE,9,FALSE
"987","filler","uninterrupted",12,"Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones","fly","reverse","reverse",1,1,20958,"blins","have hollow bones","fly","Blins","all","44a97c6d2adae4bd4003da78c286ff5c",FALSE,FALSE,TRUE,9,FALSE
"988","critical","s",13,"The Ludinos are an alien tribe. They are very industrious and they all are highly spiritual. They ascribe to the Caboo religion and they ascribe to the Daith religion.","ascribe to the Caboo religion","ascribe to the Daith religion","reverse","same",1,1,25342,"Ludinos","ascribe to the Caboo religion","ascribe to the Daith religion","Ludinos","generic","44a97c6d2adae4bd4003da78c286ff5c",FALSE,FALSE,TRUE,9,FALSE
"989","filler","uninterrupted",14,"Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga","are attacked by other creatures","same","same",1,1,59232,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","44a97c6d2adae4bd4003da78c286ff5c",FALSE,FALSE,TRUE,9,FALSE
"990","critical","np",15,"Glippets are large creatures with a life-span of about sixty years. They live on the northern continent of Este and the southern continent of Caro.","live on the continent of Caro","live on the continent of Este","reverse","reverse",1,1,15502,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","44a97c6d2adae4bd4003da78c286ff5c",FALSE,FALSE,TRUE,9,FALSE
"991","filler","uninterrupted",16,"Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups","build large triangular rebos","same","reverse",0.5,0.55,31598,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","44a97c6d2adae4bd4003da78c286ff5c",FALSE,FALSE,TRUE,9,FALSE
"992","filler","uninterrupted",17,"Wopis only live in the desert and  they all are very hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert","are very hard to find","same","same",1,1,19311,"wopis","live in the desert","are very hard to find","Wopis","all","44a97c6d2adae4bd4003da78c286ff5c",FALSE,FALSE,TRUE,9,FALSE
"993","critical","np",18,"The aliens have many different kinds of specialized skills and trades, such as basket weaving. To  help make themselves known, crafters join guilds with other crafters of the same trade. Basket weavers are part of the Farza guild and the Tinno guild.","are part of the Tinno guild","are part of the Farza guild","same","reverse",0.27,0.29,65551,"basket weavers","are part of the Tinno guild","are part of the Farza guild","Crafts","generic","44a97c6d2adae4bd4003da78c286ff5c",FALSE,FALSE,TRUE,9,FALSE
"994","filler","uninterrupted",19,"Supools are the biggest creatures on Dax. They all live in the oceans and  all of them live for a very long time. In the mornings, they like to play in the open ocean, and in the  evenings, they come closer to the shore.","live in the oceans","live for a very long time","same","reverse",1,1,22400,"supools","live in the oceans","live for a very long time","Supools","all","44a97c6d2adae4bd4003da78c286ff5c",FALSE,FALSE,TRUE,9,FALSE
"995","critical","vp",20,"Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes unlike any other continent on Dax. Mooks have territories at the tops of tall mountains and have territories at the bottom of deep canyons.","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","same","same",0.59,0.49,30349,"mooks","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","Mooks","generic","44a97c6d2adae4bd4003da78c286ff5c",FALSE,FALSE,TRUE,9,FALSE
"996","filler","uninterrupted",21,"Zorf the mapmaker lives in Astom. In Astom, there are many ways to get  from place to place, but the most popular way is through tunnels. All of the Astom aliens use the tunnels  to get around town from their homes in the residential quarter. Since all of the Astom aliens live there, it's very crowded at night.","use the tunnels to get around town","live in the residential quarter","reverse","same",1,1,82638,"Astom aliens","use the tunnels to get around town","live in the residential quarter","Zorf the mapmaker","all","44a97c6d2adae4bd4003da78c286ff5c",FALSE,FALSE,TRUE,9,FALSE
"997","filler","uninterrupted",22,"Kazzes are a kind of plant that grow all over Dax. They produce fruit in the springtime, but the   fruit is poisonous to animals. No feps eat kazzes nor do they come close.","eat kazzes","come close to kazzes","reverse","reverse",0,0,40902,"feps","eat kazzes","come close to kazzes","Kazzes","none","44a97c6d2adae4bd4003da78c286ff5c",FALSE,FALSE,TRUE,9,FALSE
"998","critical","s",23,"The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant soroneeks and the aliens flood their fields to plant fujusi.","flood their fields to plant fujusi","flood their fields to plant soroneeks","same","reverse",1,1,61376,"farmers in the springtime","flood their fields to plant fujusi","flood their fields to plant soroneeks","Agriculture","generic","44a97c6d2adae4bd4003da78c286ff5c",FALSE,FALSE,TRUE,9,FALSE
"999","filler","uninterrupted",24,"Wint lived a long time ago in the mountains. He loved to travel. All aliens remember Wint and admire him because he was the one that found the lost city of Baff.","remember Wint","admire Wint","same","reverse",1,1,17574,"aliens","remember Wint","admire Wint","Wint of the Mountains","all","44a97c6d2adae4bd4003da78c286ff5c",FALSE,FALSE,TRUE,9,FALSE
"1000","critical","pp",25,"Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in fallen logs and in the abandoned burrows of other animals.","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","reverse","same",1,1,60231,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","44a97c6d2adae4bd4003da78c286ff5c",FALSE,FALSE,TRUE,9,FALSE
"1001","filler","uninterrupted",1,"Kazzes are a kind of plant that grow all over Dax. They produce fruit in the springtime, but the   fruit is poisonous to animals. No feps eat kazzes nor do they come close.","eat kazzes","come close to kazzes","reverse","same",0.6,0.4,54220,"feps","eat kazzes","come close to kazzes","Kazzes","none","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1002","filler","uninterrupted",2,"The weather on Dax is very constant, not changing much from day to day. Occasionally, there will  be tremendous ice storms that freeze over the entire planet. These ice storms never last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax","last a long time","same","same",0.6,0.45,33361,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1003","critical","pp",3,"Isooms are tree-like plants that are found in hilly regions. Their fruit is edible, and the aliens often  cultivate isooms for food. Isooms produce fruit with bumpy skin and with smooth skin.","produce fruit with bumpy skin","produce fruit with smooth skin","same","same",0.7,0.5,32720,"isooms","produce fruit with bumpy skin","produce fruit with smooth skin","Isooms","generic","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1004","filler","uninterrupted",4,"Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups","build large triangular rebos","reverse","reverse",0.6,0.75,18530,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1005","critical","vp",5,"Ollers spend most of their lives in water, but occasionally come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has one of each kind of tool. While on land, ollers carry their young in trullets and carry their young in guklags.","carry their young in guklags","carry their young in trullets","same","reverse",0.8,0.7,32322,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1006","filler","uninterrupted",6,"The morseth lives part of its life in the sea and part of its life on land. All morseths come on land to find mates. Most morseths build permanent structures called fendles in order to bury their dead.","build permanent structures called fendles","come on land to find mates","reverse","same",0.4,0.7,22903,"morseths","build permanent structures called fendles","come on land to find mates","Morseths","most","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1007","critical","pp",7,"The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant fujusi and to plant soroneeks.","flood their fields to plant fujusi","flood their fields to plant soroneeks","same","same",0.8,0.7,24991,"farmers in the springtime","flood their fields to plant fujusi","flood their fields to plant soroneeks","Agriculture","generic","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1008","filler","uninterrupted",8,"Zorf the mapmaker lives in Astom. In Astom, there are many ways to get  from place to place, but the most popular way is through tunnels. All of the Astom aliens use the tunnels  to get around town from their homes in the residential quarter. Since all of the Astom aliens live there, it's very crowded at night.","use the tunnels to get around town","live in the residential quarter","same","same",0.3,0.55,11691,"Astom aliens","use the tunnels to get around town","live in the residential quarter","Zorf the mapmaker","all","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1009","critical","s",9,"Fengnors are smaller, nocturnal creatures. They have highly complex  mating habits. They mate for life, and the males often bring twigs and leaves to the females during  courtship. The mated pairs use these twigs and leaves to build their nests. They build their nests in droops and they build their nests in gluers.","build nests in gluers","build nests in droops","reverse","reverse",0.5,0.7,12052,"fengnor mated pairs","build nests in gluers","build nests in droops","Fengnors","generic","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1010","filler","uninterrupted",10,"Wopis only live in the desert and  they all are very hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert","are very hard to find","same","reverse",1,1,11726,"wopis","live in the desert","are very hard to find","Wopis","all","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1011","filler","uninterrupted",11,"Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga","are attacked by other creatures","same","reverse",0.7,0.55,19084,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1012","critical","s",12,"Glippets are large creatures with a life-span of about sixty years. They live on the northern continent of Este and they live on the southern continent of Caro.","live on the continent of Caro","live on the continent of Este","reverse","reverse",0.55,0.75,15270,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1013","filler","uninterrupted",13,"Wint lived a long time ago in the mountains. He loved to travel. All aliens remember Wint and admire him because he was the one that found the lost city of Baff.","remember Wint","admire Wint","same","same",0.7,0.5,11821,"aliens","remember Wint","admire Wint","Wint of the Mountains","all","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1014","critical","np",14,"Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in fallen logs and the abandoned burrows of other animals.","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","reverse","same",0.7,0.65,12976,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1015","filler","uninterrupted",15,"Supools are the biggest creatures on Dax. They all live in the oceans and  all of them live for a very long time. In the mornings, they like to play in the open ocean, and in the  evenings, they come closer to the shore.","live in the oceans","live for a very long time","same","same",0.8,0.6,16938,"supools","live in the oceans","live for a very long time","Supools","all","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1016","critical","np",16,"Kweps hunt in packs. Even though they are pack animals, all of them have their own unique preferences.  They hunt at night, looking for creatures sleeping alone. Right before they go hunting, the kweps chew on tunkel and xorfun.","chew on xorfun","chew on tunkel","reverse","reverse",0.5,0.99,20913,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1017","filler","uninterrupted",17,"Zorxon is the overlord of Dax.  Everyone loves Zorxon because she  provides for all the aliens of Dax. However, Zorxon is now very old  and she rarely makes public appearances anymore.","love Zorxon","are provided for by Zorxon","same","reverse",0.7,0.8,13186,"aliens","love Zorxon","are provided for by Zorxon","Zorxon, overlord of Dax","all","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1018","critical","s",18,"The Ludinos are an alien tribe. They are very industrious and they all are highly spiritual. They ascribe to the Daith religion and they ascribe to the Caboo religion.","ascribe to the Caboo religion","ascribe to the Daith religion","reverse","reverse",0.8,0.75,9718,"Ludinos","ascribe to the Caboo religion","ascribe to the Daith religion","Ludinos","generic","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1019","filler","uninterrupted",19,"Apaffs are a nuisance for the aliens. They make burrows everywhere  including in the middle of farmland and in front of their houses. But most aliens find apaffs cute, and tolerate them to some extent.","find apaffs cute","tolerate apaffs to some extent","reverse","same",0.7,0.45,13571,"aliens","find apaffs cute","tolerate apaffs to some extent","Apaffs","most","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1020","critical","vp",20,"Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Animals like stups, four-legged creatures with  large antlers, are an important resource for the Krens. Stups roam all over the windy highlands of Benli, far from the oceans. Krens work as stup-herders and work as fishermen.","are stup-herders","are fishermen","same","same",0.4,0.6,14508,"Krens","are stup-herders","are fishermen","Finding food","generic","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1021","filler","uninterrupted",21,"Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones","fly","same","reverse",0.6,0.6,11124,"blins","have hollow bones","fly","Blins","all","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1022","critical","np",22,"Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes unlike any other continent on Dax. Mooks have territories at the tops of tall mountains and the bottom of deep canyons.","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","same","same",0.35,0.55,10067,"mooks","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","Mooks","generic","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1023","filler","uninterrupted",23,"Yomis are small insect-like creatures. They all live in the  borderland woodlands. They all fly towards the mountains in search of food, but they need to be careful  of their natural predators, turmens.","live in the borderland woodlands","fly towards the mountains in search of food","reverse","same",0.5,0.75,12762,"yomis","live in the borderland woodlands","fly towards the mountains in search of food","Yomis","all","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1024","critical","np",24,"The aliens have many different kinds of specialized skills and trades, such as basket weaving. To  help make themselves known, crafters join guilds with other crafters of the same trade. Basket weavers are part of the Farza guild and the Tinno guild.","are part of the Tinno guild","are part of the Farza guild","reverse","reverse",0.75,0.6,28508,"basket weavers","are part of the Tinno guild","are part of the Farza guild","Crafts","generic","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1025","filler","uninterrupted",25,"Nannus only feed on rare flowers called lodeks. Most lodeks only  bloom for one day a year, and most have purple petals.","only bloom for one day a year","have purple petals","reverse","same",0.75,0.5,11070,"lodeks","only bloom for one day a year","have purple petals","Nannus","most","f8ba19c69876bb549c822669018b17a0",TRUE,FALSE,FALSE,5,FALSE
"1026","filler","uninterrupted",1,"The morseth lives part of its life in the sea and part of its life on land. All morseths come on land to find mates. Most morseths build permanent structures called fendles in order to bury their dead.","build permanent structures called fendles","come on land to find mates","reverse","reverse",0.52,0.71,20650,"morseths","build permanent structures called fendles","come on land to find mates","Morseths","most","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1027","filler","uninterrupted",2,"Yomis are small insect-like creatures. They all live in the  borderland woodlands. They all fly towards the mountains in search of food, but they need to be careful  of their natural predators, turmens.","live in the borderland woodlands","fly towards the mountains in search of food","reverse","reverse",0.32,0.7,19136,"yomis","live in the borderland woodlands","fly towards the mountains in search of food","Yomis","all","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1028","critical","s",3,"Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Animals like stups, four-legged creatures with  large antlers, are an important resource for the Krens. Stups roam all over the windy highlands of Benli, far from the oceans. Krens work as fishermen and Krens work as stup-herders.","are stup-herders","are fishermen","reverse","reverse",0.31,0.54,28469,"Krens","are stup-herders","are fishermen","Finding food","generic","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1029","filler","uninterrupted",4,"Wopis only live in the desert and  they all are very hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert","are very hard to find","reverse","reverse",0.48,0.67,8543,"wopis","live in the desert","are very hard to find","Wopis","all","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1030","critical","np",5,"Isooms are tree-like plants that are found in hilly regions. Their fruit is edible, and the aliens often  cultivate isooms for food. Isooms produce fruit with smooth skin and bumpy skin.","produce fruit with bumpy skin","produce fruit with smooth skin","reverse","reverse",0.43,0.62,8688,"isooms","produce fruit with bumpy skin","produce fruit with smooth skin","Isooms","generic","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1031","filler","uninterrupted",6,"Zorxon is the overlord of Dax.  Everyone loves Zorxon because she  provides for all the aliens of Dax. However, Zorxon is now very old  and she rarely makes public appearances anymore.","love Zorxon","are provided for by Zorxon","same","same",0.57,0.36,9293,"aliens","love Zorxon","are provided for by Zorxon","Zorxon, overlord of Dax","all","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1032","critical","vp",7,"Glippets are large creatures with a life-span of about sixty years. They live on the southern continent of Caro and live on the northern continent of Este.","live on the continent of Caro","live on the continent of Este","same","same",0.51,0.37,12589,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1033","filler","uninterrupted",8,"Apaffs are a nuisance for the aliens. They make burrows everywhere  including in the middle of farmland and in front of their houses. But most aliens find apaffs cute, and tolerate them to some extent.","find apaffs cute","tolerate apaffs to some extent","reverse","reverse",0.49,0.66,7983,"aliens","find apaffs cute","tolerate apaffs to some extent","Apaffs","most","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1034","critical","pp",9,"Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes unlike any other continent on Dax. Mooks have territories at the bottom of deep canyons and at the tops of tall mountains.","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","reverse","reverse",0.48,0.66,8146,"mooks","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","Mooks","generic","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1035","filler","uninterrupted",10,"Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones","fly","reverse","same",0.61,0.52,9370,"blins","have hollow bones","fly","Blins","all","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1036","critical","np",11,"Ollers spend most of their lives in water, but occasionally come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has one of each kind of tool. While on land, ollers carry their young in trullets and guklags.","carry their young in guklags","carry their young in trullets","reverse","reverse",0.63,0.48,15064,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1037","filler","uninterrupted",12,"Zorf the mapmaker lives in Astom. In Astom, there are many ways to get  from place to place, but the most popular way is through tunnels. All of the Astom aliens use the tunnels  to get around town from their homes in the residential quarter. Since all of the Astom aliens live there, it's very crowded at night.","use the tunnels to get around town","live in the residential quarter","reverse","same",0.49,0.58,8925,"Astom aliens","use the tunnels to get around town","live in the residential quarter","Zorf the mapmaker","all","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1038","critical","s",13,"Fengnors are smaller, nocturnal creatures. They have highly complex  mating habits. They mate for life, and the males often bring twigs and leaves to the females during  courtship. The mated pairs use these twigs and leaves to build their nests. They build their nests in gluers and they build their nests in droops.","build nests in gluers","build nests in droops","reverse","same",0.39,0.66,9324,"fengnor mated pairs","build nests in gluers","build nests in droops","Fengnors","generic","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1039","filler","uninterrupted",14,"Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups","build large triangular rebos","reverse","same",0.6,0.51,8527,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1040","critical","np",15,"The Ludinos are an alien tribe. They are very industrious and they all are highly spiritual. They ascribe to the Caboo religion and the Daith religion.","ascribe to the Caboo religion","ascribe to the Daith religion","same","same",0.52,0.62,8420,"Ludinos","ascribe to the Caboo religion","ascribe to the Daith religion","Ludinos","generic","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1041","filler","uninterrupted",16,"Wint lived a long time ago in the mountains. He loved to travel. All aliens remember Wint and admire him because he was the one that found the lost city of Baff.","remember Wint","admire Wint","same","same",0.5,0.64,8796,"aliens","remember Wint","admire Wint","Wint of the Mountains","all","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1042","critical","np",17,"The aliens have many different kinds of specialized skills and trades, such as basket weaving. To  help make themselves known, crafters join guilds with other crafters of the same trade. Basket weavers are part of the Farza guild and the Tinno guild.","are part of the Tinno guild","are part of the Farza guild","same","reverse",0.64,0.47,8342,"basket weavers","are part of the Tinno guild","are part of the Farza guild","Crafts","generic","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1043","filler","uninterrupted",18,"Kazzes are a kind of plant that grow all over Dax. They produce fruit in the springtime, but the   fruit is poisonous to animals. No feps eat kazzes nor do they come close.","eat kazzes","come close to kazzes","reverse","reverse",0.51,0.71,8450,"feps","eat kazzes","come close to kazzes","Kazzes","none","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1044","critical","s",19,"Kweps hunt in packs. Even though they are pack animals, all of them have their own unique preferences.  They hunt at night, looking for creatures sleeping alone. Right before they go hunting, the kweps chew on tunkel and the kweps chew on xorfun.","chew on xorfun","chew on tunkel","same","reverse",0.5,0.67,8563,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1045","filler","uninterrupted",20,"The weather on Dax is very constant, not changing much from day to day. Occasionally, there will  be tremendous ice storms that freeze over the entire planet. These ice storms never last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax","last a long time","reverse","same",0.55,0.45,10518,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1046","filler","uninterrupted",21,"Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga","are attacked by other creatures","same","same",0.65,0.7,10370,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1047","critical","vp",22,"Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in fallen logs and hibernate in the abandoned burrows of other animals.","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","reverse","same",0.6,0.4,9416,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1048","filler","uninterrupted",23,"Nannus only feed on rare flowers called lodeks. Most lodeks only  bloom for one day a year, and most have purple petals.","only bloom for one day a year","have purple petals","same","reverse",0.35,0.6,10824,"lodeks","only bloom for one day a year","have purple petals","Nannus","most","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1049","filler","uninterrupted",24,"Supools are the biggest creatures on Dax. They all live in the oceans and  all of them live for a very long time. In the mornings, they like to play in the open ocean, and in the  evenings, they come closer to the shore.","live in the oceans","live for a very long time","same","same",0.51,0.62,10062,"supools","live in the oceans","live for a very long time","Supools","all","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1050","critical","vp",25,"The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant soroneeks and flood their fields to plant fujusi.","flood their fields to plant fujusi","flood their fields to plant soroneeks","reverse","reverse",0.65,0.5,10712,"farmers in the springtime","flood their fields to plant fujusi","flood their fields to plant soroneeks","Agriculture","generic","a78e14ab9b0e21c53221c8c616e27c61",TRUE,TRUE,FALSE,6,FALSE
"1051","filler","uninterrupted",1,"Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga","are attacked by other creatures","reverse","reverse",0.28,0,32718,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1052","filler","uninterrupted",2,"Wint lived a long time ago in the mountains. He loved to travel. All aliens remember Wint and admire him because he was the one that found the lost city of Baff.","remember Wint","admire Wint","reverse","reverse",0.68,0.76,18660,"aliens","remember Wint","admire Wint","Wint of the Mountains","all","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1053","critical","pp",3,"The Ludinos are an alien tribe. They are very industrious and they all are highly spiritual. They ascribe to the Caboo religion and to the Daith religion.","ascribe to the Caboo religion","ascribe to the Daith religion","reverse","same",0.3,0.46,36577,"Ludinos","ascribe to the Caboo religion","ascribe to the Daith religion","Ludinos","generic","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1054","filler","uninterrupted",4,"Zorxon is the overlord of Dax.  Everyone loves Zorxon because she  provides for all the aliens of Dax. However, Zorxon is now very old  and she rarely makes public appearances anymore.","love Zorxon","are provided for by Zorxon","reverse","reverse",0.36,0.59,15435,"aliens","love Zorxon","are provided for by Zorxon","Zorxon, overlord of Dax","all","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
