"","trial_type","condition","page_content","query_predicate","response","rt","kind","predicate_1","predicate_2","chapter","quantifier","workerid","memory_fail","slider_fail","bad_expln","n_correct","bad_ratings"
"1394","critical","pp","The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant fujusi and to plant soroneeks.","flood their fields to plant fujusi",0.98,37971,"farmers in the springtime","flood their fields to plant fujusi","burn their fields to plant soroneeks","Agriculture","generic","f2a592b14183a908ede748ad8b13952d",FALSE,FALSE,FALSE,8,FALSE
"1395","filler","uninterrupted","Nannus only feed on rare flowers called lodeks. Most lodeks only  bloom for one day a year, and most have purple petals.","only bloom for one day a year",0.8,25609,"lodeks","only bloom for one day a year","have purple petals","Nannus","most","f2a592b14183a908ede748ad8b13952d",FALSE,FALSE,FALSE,8,FALSE
"1396","critical","s","Isooms are tree-like plants that are found in hilly regions. Their fruit is edible, and the aliens often  cultivate isooms for food. Isooms produce fruit with bumpy skin  and isooms produce fruit with smooth skin.","produce fruit with bumpy skin",0.5,37306,"isooms","produce fruit with bumpy skin","produce fruit with smooth skin","Isooms","generic","f2a592b14183a908ede748ad8b13952d",FALSE,FALSE,FALSE,8,FALSE
"1397","filler","uninterrupted","The weather on Dax is very constant, not changing much from day to day. Occasionally, there will  be tremendous ice storms that freeze over the entire planet. These ice storms never last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax",0.01,38659,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","f2a592b14183a908ede748ad8b13952d",FALSE,FALSE,FALSE,8,FALSE
"1398","critical","np","Glippets are large creatures with a life-span of about  sixty years. They live on the southern continent of Caro and the northern continent of Este.","live on the continent of Caro",0.5,14575,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","f2a592b14183a908ede748ad8b13952d",FALSE,FALSE,FALSE,8,FALSE
"1399","filler","uninterrupted","Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones",1,16953,"blins","have hollow bones","fly","Blins","all","f2a592b14183a908ede748ad8b13952d",FALSE,FALSE,FALSE,8,FALSE
"1400","critical","s","Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Animals like stups, four-legged creatures with  large antlers, are an important resource for the Krens. Stups roam all over the windy highlands of Benli, far from the oceans. Krens work as stup-herders and Krens work as fishermen.","are stup-herders",0.5,25721,"Krens","are stup-herders","are fishermen","Finding food","generic","f2a592b14183a908ede748ad8b13952d",FALSE,FALSE,FALSE,8,FALSE
"1401","filler","uninterrupted","Wopis only live in the desert and  they all are very hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert",0.81,21496,"wopis","live in the desert","are very hard to find","Wopis","all","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1402","filler","uninterrupted","Yomis are small insect-like creatures. They all live in the  borderland woodlands. They all fly towards the mountains in search of food, but they need to be careful  of their natural predators, turmens.","live in the borderland woodlands",0.82,16523,"yomis","live in the borderland woodlands","fly towards the mountains in search of food","Yomis","all","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1403","critical","vp","Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in fallen logs   and hibernate in the abandoned burrows of other animals.","hibernate in fallen logs",0.66,16181,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1404","filler","uninterrupted","Zorxon is the overlord of Dax.  Everyone loves Zorxon because she  provides for all the aliens of Dax. However, Zorxon is now very old  and she rarely makes public appearances anymore.","love Zorxon",0.56,20260,"aliens","love Zorxon","are provided for by Zorxon","Zorxon, overlord of Dax","all","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1405","critical","np","Glippets are large creatures with a life-span of about  sixty years. They live on the southern continent of Caro and the northern continent of Este.","live on the continent of Caro",0.74,406742,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1406","filler","uninterrupted","Supools are the biggest creatures on Dax. They all live in the oceans and  all of them live for a very long time. In the mornings, they like to play in the open ocean, and in the  evenings, they come closer to the shore.","live in the oceans",0.67,15136,"supools","live in the oceans","live for a very long time","Supools","all","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1407","critical","vp","Fengnors are smaller, nocturnal creatures. They have highly complex  mating habits. They mate for life, and the males often bring twigs and leaves to the females during  courtship. The mated pairs use these twigs and leaves to build their nests. They build their nests in gluers and build their nests in droops.","build nests in gluers",0.7,27463,"fengnor mated pairs","build nests in gluers","build nests in droops","Fengnors","generic","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1408","filler","uninterrupted","Nannus only feed on rare flowers called lodeks. Most lodeks only  bloom for one day a year, and most have purple petals.","only bloom for one day a year",0.77,14874,"lodeks","only bloom for one day a year","have purple petals","Nannus","most","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1409","critical","s","Ollers spend most of their lives in water, but occasionally come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has one of each kind of tool. While on land, ollers carry their young in guklags and ollers carry their young in trullets.","carry their young in guklags",0.69,36587,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1410","filler","uninterrupted","Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones",0.75,11298,"blins","have hollow bones","fly","Blins","all","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1411","filler","uninterrupted","Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups",0.77,11781,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1412","critical","pp","Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Animals like stups, four-legged creatures with  large antlers, are an important resource for the Krens. Stups roam all over the windy highlands of Benli, far from the oceans. Krens work as stup-herders and as fishermen.","are stup-herders",0.71,21243,"Krens","are stup-herders","are fishermen","Finding food","generic","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1413","filler","uninterrupted","Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga",0.62,15315,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1414","critical","vp","Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes  unlike any other continent on Dax. Mooks have territories at the tops of tall mountains and have territories at the bottom of deep canyons.","have territories at the tops of tall mountains",0.77,20936,"mooks","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","Mooks","generic","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1415","filler","uninterrupted","Wint lived a long time ago in the mountains. He loved to travel. All aliens remember Wint and admire him because he was the one that found the lost city of Baff.","remember Wint",0.78,17332,"aliens","remember Wint","admire Wint","Wint of the Mountains","all","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1416","filler","uninterrupted","The morseth lives part of its life in the sea and part of its life on land. Most morseths build permanent structures called fendles in order to bury their dead  kin, and fendles are usually made out of wood.","build permanent structures called fendles",0.8,18177,"morseths","build permanent structures called fendles","come on land to find mates","Morseths","most","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1417","critical","s","The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant fujusi and the aliens flood their fields to plant soroneeks.","flood their fields to plant fujusi",0.67,36384,"farmers in the springtime","flood their fields to plant fujusi","burn their fields to plant soroneeks","Agriculture","generic","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1418","filler","uninterrupted","The weather on Dax is very constant, not changing much from day to day. Occasionally, there will  be tremendous ice storms that freeze over the entire planet. These ice storms never last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax",0.74,24023,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1419","critical","vp","Kweps hunt in packs. Even though they are pack animals, all of them have their own unique preferences.  They hunt at night, looking for creatures sleeping alone. Right before they go hunting, the kweps chew on xorfun and chew on tunkel.","chew on xorfun",0.79,26251,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1420","filler","uninterrupted","Apaffs are a nuisance for the aliens. They make burrows everywhere  including in the middle of farmland and in front of their houses. But most aliens find apaffs cute, and tolerate them to some extent.","find apaffs cute",0.72,14839,"aliens","find apaffs cute","tolerate apaffs to some extent","Apaffs","most","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1421","critical","vp","Isooms are tree-like plants that are found in hilly regions. Their fruit is edible, and the aliens often  cultivate isooms for food. Isooms produce fruit with bumpy skin  and produce fruit with smooth skin.","produce fruit with bumpy skin",0.8,16977,"isooms","produce fruit with bumpy skin","produce fruit with smooth skin","Isooms","generic","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1422","filler","uninterrupted","Zorf the mapmaker lives in the large forest city of Astom. In Astom, there are many ways to get  from place to place, but the most popular way is through tunnels. All of the Astom aliens use the tunnels  to get around town from their homes in the residential quarter. Since all of the Astom aliens live there, it's very crowded at night.","use the tunnels to get around town",0.61,10243,"Astom aliens","use the tunnels to get around town","live in the residential quarter","Zorf the mapmaker","all","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1423","critical","s","The aliens have many different kinds of specialized skills and trades, such as basket weaving. To  help make themselves known, crafters join guilds with other crafters of the same trade. Basket weavers are part of the Tinno guild  and basket weavers are part of the Farza guild.","are part of the Tinno guild",0.72,11204,"basket weavers","are part of the Tinno guild","are part of the Farza guild","Crafts","generic","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1424","filler","uninterrupted","Kazzes are a kind of plant that grow all over Dax. They produce fruit in the springtime, but the   fruit is poisonous to animals. No feps eat kazzes nor do they come close.","eat kazzes",0.12,23476,"feps","eat kazzes","come close to kazzes","Kazzes","none","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1425","critical","s","The Ludinos are an alien tribe. They are very industrious and they all are highly spiritual. They ascribe to the Caboo religion and they ascribe to the Daith religion.","ascribe to the Caboo religion",0.58,10554,"Ludinos","ascribe to the Caboo religion","ascribe to the Daith religion","Ludinos","generic","75b0624edb002bc35f9a8b8be60d6dd4",TRUE,FALSE,TRUE,6,FALSE
"1426","filler","uninterrupted","Zorxon is the overlord of Dax.  Everyone loves Zorxon because she  provides for <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">all</i> the aliens of Dax. However, Zorxon is now <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">very</i> old  and she <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-1"">rarely</i> makes public appearances anymore.","love Zorxon",0.76,27421,"aliens","love Zorxon","are provided for by Zorxon","Zorxon, overlord of Dax","all","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1427","filler","uninterrupted","Apaffs are a nuisance for the aliens. They make burrows everywhere  including in the middle of farmland and in front of their houses. But most aliens find apaffs cute, and tolerate them to some extent.","find apaffs cute",0.66,18699,"aliens","find apaffs cute","tolerate apaffs to some extent","Apaffs","most","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1428","critical","s","Krens are a tribe of the aliens that live on the continent of Benli, which has <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-5"">no</i> agriculture. Animals like stups, four-legged creatures with  large antlers, are an important resource for the Krens. Stups roam <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">all</i> over the windy highlands of Benli, far from the oceans. Krens work as stup-herders and Krens work as fishermen.","are stup-herders",0.37,20960,"Krens","are stup-herders","are fishermen","Finding food","generic","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1429","filler","uninterrupted","Kazzes are a kind of plant that grow <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">all</i> over Dax. They produce fruit in the springtime, but the   fruit is poisonous to animals. No feps eat kazzes nor do they come close.","eat kazzes",0.01,15039,"feps","eat kazzes","come close to kazzes","Kazzes","none","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1430","critical","vp","Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in fallen logs   and hibernate in the abandoned burrows of other animals.","hibernate in fallen logs",0.28,15033,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1431","filler","uninterrupted","Wopis only live in the desert and  they <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">all</i> are <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">very</i> hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert",0.99,32025,"wopis","live in the desert","are very hard to find","Wopis","all","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1432","critical","vp","Ollers spend most of their lives in water, but <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-6"">occasionally</i> come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has one of each kind of tool. While on land, ollers carry their young in guklags and carry their young in trullets.","carry their young in guklags",0.97,80766,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1433","filler","uninterrupted","Supools are the biggest creatures on Dax. They <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">all</i> live in the oceans and  <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">all</i> of them live for a <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">very</i> long time. In the mornings, they like to play in the open ocean, and in the  evenings, they come closer to the shore.","live in the oceans",0.99,29700,"supools","live in the oceans","live for a very long time","Supools","all","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1434","filler","uninterrupted","Nannus only feed on rare flowers called lodeks. Most lodeks only  bloom for one day a year, and most have purple petals.","only bloom for one day a year",0.95,12971,"lodeks","only bloom for one day a year","have purple petals","Nannus","most","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1435","critical","np","Kweps hunt in packs. Even though they are pack animals, <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">all</i> of them have their own unique preferences.  They hunt <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-1"">at</i> night, looking for creatures sleeping alone. Right before they go hunting, the kweps chew on xorfun and tunkel.","chew on xorfun",0.99,19616,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1436","filler","uninterrupted","Wint lived a long time ago in the mountains. He loved to travel. <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">All</i> aliens remember Wint and admire him because he was the one that found the lost city of Baff.","remember Wint",0.99,10288,"aliens","remember Wint","admire Wint","Wint of the Mountains","all","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1437","critical","np","Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes  unlike any other continent on Dax. Mooks have territories at the tops of tall mountains and the bottom of deep canyons.","have territories at the tops of tall mountains",0.95,10973,"mooks","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","Mooks","generic","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1438","filler","uninterrupted","Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones",0.99,14750,"blins","have hollow bones","fly","Blins","all","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1439","critical","s","The Ludinos are an alien tribe. They are <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">very</i> industrious and they <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">all</i> are highly spiritual. They ascribe to the Caboo religion and they ascribe to the Daith religion.","ascribe to the Caboo religion",0.98,10186,"Ludinos","ascribe to the Caboo religion","ascribe to the Daith religion","Ludinos","generic","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1440","filler","uninterrupted","Plovs travel in herds and are <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">very</i> territorial. They used to live in the continent of Aga, but in recent  years they <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">all</i> have migrated to the continent Caro. Now that they have their own territory, they are <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-1"">never</i> attacked by other creatures.","live in the continent of Aga",0.98,10617,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1441","critical","vp","Isooms are tree-like plants that are found in hilly regions. Their fruit is edible, and the aliens <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-4"">often</i>  cultivate isooms for food. Isooms produce fruit with bumpy skin  and produce fruit with smooth skin.","produce fruit with bumpy skin",0.97,13986,"isooms","produce fruit with bumpy skin","produce fruit with smooth skin","Isooms","generic","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1442","filler","uninterrupted","Zorf the mapmaker lives in the large forest city of Astom. In Astom, there are many ways to get  from place to place, but the most popular way is through tunnels. <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">All</i> of the Astom aliens use the tunnels  to get around town from their homes in the residential quarter. Since <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">all</i> of the Astom aliens live there, it's <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">very</i> crowded <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-1"">at</i> night.","use the tunnels to get around town",1,17962,"Astom aliens","use the tunnels to get around town","live in the residential quarter","Zorf the mapmaker","all","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1443","critical","s","Fengnors are smaller, nocturnal creatures. They have highly complex  mating habits. They mate for life, and the males <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-4"">often</i> bring twigs and leaves to the females during  courtship. The mated pairs use these twigs and leaves to build their nests. They build their nests in gluers and they build their nests in droops.","build nests in gluers",0.98,13668,"fengnor mated pairs","build nests in gluers","build nests in droops","Fengnors","generic","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1444","filler","uninterrupted","Mupors are <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">very</i> social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups",0.93,11093,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1445","critical","s","The soil on the continent of Aga is <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">very</i> fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant fujusi and the aliens flood their fields to plant soroneeks.","flood their fields to plant fujusi",0.95,14788,"farmers in the springtime","flood their fields to plant fujusi","burn their fields to plant soroneeks","Agriculture","generic","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1446","filler","uninterrupted","Yomis are small insect-like creatures. They all live in the  borderland woodlands. They all fly towards the mountains in search of food, but they need to be careful  of their natural predators, turmens.","live in the borderland woodlands",0.96,10184,"yomis","live in the borderland woodlands","fly towards the mountains in search of food","Yomis","all","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1447","filler","uninterrupted","The morseth lives part of its life in the sea and part of its life on land. Most morseths build permanent structures called fendles in order to bury their dead  kin, and fendles are usually made out of wood.","build permanent structures called fendles",0.97,11538,"morseths","build permanent structures called fendles","come on land to find mates","Morseths","most","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1448","critical","vp","The aliens have many different kinds of specialized skills and trades, such as basket weaving. To  help make themselves known, crafters join guilds with other crafters of the same trade. Basket weavers are part of the Tinno guild  and are part of the Farza guild.","are part of the Tinno guild",0.98,16416,"basket weavers","are part of the Tinno guild","are part of the Farza guild","Crafts","generic","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1449","filler","uninterrupted","The weather on Dax is <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">very</i> constant, <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-6"">not</i> changing <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">much</i> from day to day. <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-6"">Occasionally</i>, there will  be tremendous ice storms that freeze over the entire planet. These ice storms <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-1"">never</i> last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax",0.99,14084,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1450","critical","pp","Glippets are large creatures with a life-span of about  sixty years. They live on the southern continent of Caro and on the northern continent of Este.","live on the continent of Caro",0.99,15127,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","da5013b7c30b3d20264f36989fbe4ac3",TRUE,FALSE,TRUE,6,FALSE
"1451","filler","uninterrupted","Wopis only live in the desert and  they all are very hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert",1,49290,"wopis","live in the desert","are very hard to find","Wopis","all","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1452","filler","uninterrupted","Zorf the mapmaker lives in the large forest city of Astom. In Astom, there are many ways to get  from place to place, but the most popular way is through tunnels. All of the Astom aliens use the tunnels  to get around town from their homes in the residential quarter. Since all of the Astom aliens live there, it's very crowded at night.","use the tunnels to get around town",1,27381,"Astom aliens","use the tunnels to get around town","live in the residential quarter","Zorf the mapmaker","all","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1453","critical","vp","Kweps hunt in packs. Even though they are pack animals, all of them have their own unique preferences.  They hunt at night, looking for creatures sleeping alone. Right before they go hunting, the kweps chew on xorfun and chew on tunkel.","chew on xorfun",0.5,43287,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1454","filler","uninterrupted","Apaffs are a nuisance for the aliens. They make burrows everywhere  including in the middle of farmland and in front of their houses. But most aliens find apaffs cute, and tolerate them to some extent.","find apaffs cute",0.8,48476,"aliens","find apaffs cute","tolerate apaffs to some extent","Apaffs","most","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1455","filler","uninterrupted","Supools are the biggest creatures on Dax. They all live in the oceans and  all of them live for a very long time. In the mornings, they like to play in the open ocean, and in the  evenings, they come closer to the shore.","live in the oceans",1,78273,"supools","live in the oceans","live for a very long time","Supools","all","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1456","critical","pp","Isooms are tree-like plants that are found in hilly regions. Their fruit is edible, and the aliens often  cultivate isooms for food. Isooms produce fruit with bumpy skin  and with smooth skin.","produce fruit with bumpy skin",0.6,37794,"isooms","produce fruit with bumpy skin","produce fruit with smooth skin","Isooms","generic","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1457","filler","uninterrupted","Wint lived a long time ago in the mountains. He loved to travel. All aliens remember Wint and admire him because he was the one that found the lost city of Baff.","remember Wint",1,48369,"aliens","remember Wint","admire Wint","Wint of the Mountains","all","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1458","critical","vp","The Ludinos are an alien tribe. They are very industrious and they all are highly spiritual. They ascribe to the Caboo religion and ascribe to the Daith religion.","ascribe to the Caboo religion",0.5,31010,"Ludinos","ascribe to the Caboo religion","ascribe to the Daith religion","Ludinos","generic","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1459","filler","uninterrupted","Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones",1,22907,"blins","have hollow bones","fly","Blins","all","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1460","critical","pp","The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant fujusi and to plant soroneeks.","flood their fields to plant fujusi",1,51555,"farmers in the springtime","flood their fields to plant fujusi","burn their fields to plant soroneeks","Agriculture","generic","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1461","filler","uninterrupted","Nannus only feed on rare flowers called lodeks. Most lodeks only  bloom for one day a year, and most have purple petals.","only bloom for one day a year",0.8,36384,"lodeks","only bloom for one day a year","have purple petals","Nannus","most","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1462","critical","vp","Glippets are large creatures with a life-span of about  sixty years. They live on the southern continent of Caro and live on the northern continent of Este.","live on the continent of Caro",0.5,33400,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1463","filler","uninterrupted","Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups",0.8,39480,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
